POS_ID,HIRE_DATE,HIRE_MONTH,HIRE_COUNT,TERM_DATE,TERM_MONTH,TERM_COUNT,TERM_REASON,FILL_TIME,HIRE_HEADCOUNT,TERM_HEADCOUNT
GK91URD1Y,,,,7/2/2022,7/1/2022,1,Voluntary Resignation,14,,"38,513"
GK92TTH6S,1/10/2022,1/1/2022,1,,,,,22,"37,774",
GK94BGE1K,8/15/2016,8/1/2016,1,,,,,52,,
GK96ZZH9M,11/7/2022,11/1/2022,1,,,,,36,"38,973",
GK98IEO9M,2/22/2021,2/1/2021,1,5/3/2014,5/1/2014,1,Voluntary Resignation,55,"37,235",
GK99GYZ4R,9/21/2015,9/1/2015,1,,,,,49,,
GK99VYC5K,,,,,,,,45,,
GL10SAF8Y,6/2/2014,6/1/2014,1,,,,,59,,
GL11DHL3P,1/4/2016,1/1/2016,1,,,,,24,,
GL11TOE0E,,,,,,,,58,,
GL11YOX7P,7/14/2014,7/1/2014,1,,,,,14,,
GL12RQL3V,,,,,,,,37,,
GL12ZKK7R,8/11/2014,8/1/2014,1,,,,,20,,
GL13BGN4W,1/4/2016,1/1/2016,1,3/6/2014,3/1/2014,1,Other,55,,
GL13GJG7E,,,,,,,,52,,
GL13PQL8A,,,,,,,,37,,
GL13UOZ8N,8/1/2018,8/1/2018,1,,,,,54,,
GL17RSP4X,,,,6/25/2022,6/1/2022,1,Voluntary Resignation,54,,"38,504"
GL20MJA4Z,7/1/2019,7/1/2019,1,,,,,57,"41,735",
GL21UYD6O,,,,,,,,15,,
GL24GDX6I,,,,,,,,60,,
GL27YMO2B,,,,,,,,32,,
GL29KEI3N,,,,,,,,42,,
GL30PSL1S,,,,4/7/2019,4/1/2019,1,Voluntary Resignation,51,,"41,125"
GL32LZY6R,8/27/2018,8/1/2018,1,,,,,53,,
GL32XAH8I,2/22/2022,2/1/2022,1,,,,,34,"37,885",
GL34IVB6X,9/14/2015,9/1/2015,1,,,,,58,,
GL34LSR8Z,5/29/2019,5/1/2019,1,4/6/2019,4/1/2019,1,Voluntary Resignation,19,"40,816","41,125"
GL34QYB6N,1/18/2022,1/1/2022,1,,,,,31,"37,774",
GL34RFT1M,,,,,,,,50,,
GL36NQV0D,2/24/2020,2/1/2020,1,,,,,44,"41,946",
GL36ZHK4V,4/8/2019,4/1/2019,1,,,,,47,"41,125",
GL37OOQ9Q,5/19/2014,5/1/2014,1,,,,,23,,
GL38DTZ6D,7/29/2019,7/1/2019,1,9/28/2018,9/1/2018,1,Voluntary Resignation,15,"41,735",
GL38XIQ7M,5/21/2018,5/1/2018,1,7/18/2020,7/1/2020,1,Voluntary Resignation,41,,"39,903"
GL38XXH9P,1/21/2019,1/1/2019,1,,,,,43,"40,637",
GL40GCO5R,,,,2/13/2021,2/1/2021,1,Will not be replaced,55,,"37,235"
GL44AUF9F,,,,,,,,60,,
GL44UOQ4M,,,,,,,,24,,
GL45RAU0G,5/3/2021,5/1/2021,1,7/15/2017,7/1/2017,1,Voluntary Resignation,35,"37,275",
GL46ULP7O,7/9/2018,7/1/2018,1,,,,,17,,
GL47FUU6S,,,,10/6/2018,10/1/2018,1,Voluntary Resignation,47,,
GL47PDT9D,,,,,,,,59,,
GL47WKT1P,,,,,,,,52,,
GL48ARA5F,11/13/2017,11/1/2017,1,,,,,57,,
GL48HZY2L,4/6/2020,4/1/2020,1,,,,,31,"41,648",
GL49DYY6B,4/5/2021,4/1/2021,1,,,,,50,"37,058",
GL50YAS4K,3/13/2018,3/1/2018,1,9/21/2015,9/1/2015,1,Voluntary Resignation,39,,
GL50ZKN5O,,,,12/31/2016,12/1/2016,1,Voluntary Resignation,29,,
GL52MZG8K,1/6/2014,1/1/2014,1,,,,,34,,
GL52QAI8B,7/18/2016,7/1/2016,1,10/15/2019,10/1/2019,1,Voluntary Resignation,21,,"42,011"
GL52QQR9R,,,,11/8/2014,11/1/2014,1,Voluntary Resignation,35,,
GL53BFI3S,,,,,,,,56,,
GL53SHY4Q,,,,,,,,17,,
GL53XZM8F,2/10/2014,2/1/2014,1,2/22/2018,2/1/2018,1,Voluntary Resignation,18,,
GL54FBJ1Y,6/27/2022,6/1/2022,1,,,,,48,"38,504",
GL54FDJ3U,,,,2/11/2023,2/1/2023,1,Voluntary Resignation,20,,"38,476"
GL54KIU1U,,,,,,,,15,,
GL55DXF2Y,,,,5/19/2018,5/1/2018,1,Voluntary Resignation,22,,
GL55RUY1B,1/25/2016,1/1/2016,1,12/6/2014,12/1/2014,1,Voluntary Resignation,41,,
GL56WHR3Q,8/7/2017,8/1/2017,1,,,,,58,,
GL58ZFX1P,10/16/2017,10/1/2017,1,1/1/2015,1/1/2015,1,Voluntary Resignation,17,,
GL59CDR2K,4/4/2022,4/1/2022,1,,,,,53,"37,957",
GL59CJQ0Q,,,,5/8/2014,5/1/2014,1,Voluntary Resignation,49,,
GL59ZBF8K,5/26/2015,5/1/2015,1,,,,,56,,
GL61KCR2G,12/6/2021,12/1/2021,1,6/15/2019,6/1/2019,1,Voluntary Resignation,32,"37,065","41,551"
GL61MQL4W,1/6/2020,1/1/2020,1,,,,,21,"42,612",
GL61TOG5Q,,,,,,,,49,,
GL63QXS6M,1/26/2023,1/1/2023,1,,,,,25,"38,450",
GL64HCF0E,9/9/2019,9/1/2019,1,,,,,45,"41,819",
GL65MNX6N,9/6/2016,9/1/2016,1,6/9/2018,6/1/2018,1,Voluntary Resignation,42,,
GL67BWO9J,,,,,,,,30,,
GL67DIH6M,11/8/2021,11/1/2021,1,5/24/2014,5/1/2014,1,Voluntary Resignation,49,"37,866",
GL68RYR3V,1/23/2017,1/1/2017,1,8/29/2020,8/1/2020,1,Will not be replaced,45,,"39,541"
GL69PKK6O,4/4/2022,4/1/2022,1,7/14/2017,7/1/2017,1,Voluntary Resignation,36,"37,957",
GL69RYS0M,,,,,,,,52,,
GL69SCT0O,1/31/2022,1/1/2022,1,3/18/2017,3/1/2017,1,Voluntary Resignation,47,"37,774",
GL70GEV4K,,,,7/8/2017,7/1/2017,1,Voluntary Resignation,46,,
GL70LNX4R,,,,,,,,58,,
GL71OOO9H,1/14/2015,1/1/2015,1,,,,,33,,
GL72FVR7Y,8/12/2019,8/1/2019,1,,,,,55,"41,025",
GL73ULL5O,6/3/2022,6/1/2022,1,,,,,27,"38,504",
GL75KYD1L,1/6/2014,1/1/2014,1,,,,,51,,
GL75PUA6N,12/5/2022,12/1/2022,1,4/22/2022,4/1/2022,1,Voluntary Resignation,44,"38,280","37,957"
GL76URE2W,4/24/2014,4/1/2014,1,,,,,27,,
GL77EGB6I,,,,,,,,17,,
GL77QHC9J,,,,,,,,58,,
GL77XQA3W,8/7/2017,8/1/2017,1,9/1/2018,9/1/2018,1,Voluntary Resignation,55,,
GL80FKB8G,5/15/2023,5/1/2023,1,,,,,41,"36,881",
GL81AFY4Y,7/1/2019,7/1/2019,1,6/3/2022,6/1/2022,1,Voluntary Resignation,18,"41,735","38,504"
GL81JQQ6V,3/22/2017,3/1/2017,1,,,,,52,,
GL81OTT2E,7/16/2018,7/1/2018,1,2/7/2023,2/1/2023,1,Voluntary Resignation,39,,"38,476"
GL82ZSJ1U,5/9/2022,5/1/2022,1,,,,,34,"37,678",
GL85LDH4I,3/14/2016,3/1/2016,1,,,,,54,,
GL86AMM6L,,,,,,,,18,,
GL87CBO3S,,,,,,,,29,,
GL87HIL9A,,,,12/17/2020,12/1/2020,1,Voluntary Resignation,43,,"38,585"
GL88QIG9D,,,,9/25/2021,9/1/2021,1,Other,31,,"38,475"
GL88RCH6G,9/8/2014,9/1/2014,1,2/18/2017,2/1/2017,1,Voluntary Resignation,50,,
GL88TGD3X,3/16/2015,3/1/2015,1,9/3/2021,9/1/2021,1,Voluntary Resignation,46,,"38,475"
GL91ZMB6U,7/2/2015,7/1/2015,1,,,,,35,,
GL93CCO9S,,,,4/29/2017,4/1/2017,1,Will not be replaced,36,,
GL93HPU1D,,,,7/28/2018,7/1/2018,1,Other,56,,
GL93XUP1P,,,,9/30/2016,9/1/2016,1,Voluntary Resignation,17,,
GL94HEX2B,,,,8/1/2021,8/1/2021,1,Voluntary Resignation,16,,"37,967"
GL95CAP7C,,,,,,,,38,,
GM10NRU9B,1/4/2021,1/1/2021,1,9/16/2017,9/1/2017,1,Voluntary Resignation,57,"38,541",
GM11BXD7M,6/16/2014,6/1/2014,1,,,,,41,,
GM11HXO1M,,,,10/24/2015,10/1/2015,1,Voluntary Resignation,36,,
GM11OZC7I,,,,1/2/2015,1/1/2015,1,Voluntary Resignation,49,,
GM12GMN1J,12/6/2021,12/1/2021,1,,,,,41,"37,065",
GM12QNW3I,,,,,,,,29,,
GM15DOE0W,,,,5/30/2015,5/1/2015,1,Voluntary Resignation,23,,
GM16ZOI9R,,,,6/18/2021,6/1/2021,1,Voluntary Resignation,53,,"38,065"
GM17CEA7F,12/17/2018,12/1/2018,1,,,,,30,,
GM17KZL2P,,,,,,,,53,,
GM17PDY7E,8/5/2019,8/1/2019,1,6/1/2018,6/1/2018,1,Voluntary Resignation,35,"41,025",
GM17RYT8U,,,,,,,,46,,
GM17SAR9B,4/25/2022,4/1/2022,1,,,,,18,"37,957",
GM18XPA9C,,,,,,,,47,,
GM18ZLB7U,1/25/2016,1/1/2016,1,2/15/2020,2/1/2020,1,Voluntary Resignation,53,,"41,946"
GM19KQA5C,,,,4/27/2019,4/1/2019,1,Voluntary Resignation,33,,"41,125"
GM19VHD9I,,,,11/6/2021,11/1/2021,1,Involuntary,55,,"37,866"
GM20DOP9A,,,,,,,,16,,
GM20FIV5J,6/6/2016,6/1/2016,1,,,,,55,,
GM20NBF5Z,2/6/2023,2/1/2023,1,,,,,25,"38,476",
GM21DUQ6P,1/4/2016,1/1/2016,1,,,,,30,,
GM21TNP0L,,,,12/2/2015,12/1/2015,1,Voluntary Resignation,49,,
GM23CAH5R,3/7/2016,3/1/2016,1,11/27/2021,11/1/2021,1,Voluntary Resignation,59,,"37,866"
GM24LAB1V,,,,11/4/2017,11/1/2017,1,Will not be replaced,14,,
GM25MBO4G,,,,,,,,38,,
GM25THD5Q,,,,3/5/2016,3/1/2016,1,Voluntary Resignation,22,,
GM27EBY5W,5/20/2019,5/1/2019,1,,,,,20,"40,816",
GM27FEL2D,,,,4/11/2018,4/1/2018,1,Involuntary,27,,
GM27VXS5L,1/11/2021,1/1/2021,1,6/14/2014,6/1/2014,1,Voluntary Resignation,49,"38,541",
GM27XJY1I,6/27/2022,6/1/2022,1,,,,,18,"38,504",
GM28HZX7E,,,,4/11/2020,4/1/2020,1,Voluntary Resignation,30,,"41,648"
GM30DOP0I,2/7/2022,2/1/2022,1,11/11/2017,11/1/2017,1,Voluntary Resignation,43,"37,885",
GM31HEE2G,1/11/2021,1/1/2021,1,,,,,54,"38,541",
GM34DXD5A,,,,,,,,49,,
GM34GKU4C,,,,,,,,48,,
GM34XKK8L,8/3/2015,8/1/2015,1,,,,,36,,
GM35LKS1L,9/5/2017,9/1/2017,1,,,,,53,,
GM36CGY8Y,12/3/2018,12/1/2018,1,10/8/2022,10/1/2022,1,Voluntary Resignation,15,,"38,875"
GM37JRP3R,2/4/2019,2/1/2019,1,,,,,55,"40,904",
GM37KSF7A,1/2/2019,1/1/2019,1,9/19/2021,9/1/2021,1,Voluntary Resignation,42,"40,637","38,475"
GM38SWU8Z,12/18/2014,12/1/2014,1,6/15/2019,6/1/2019,1,Voluntary Resignation,28,,"41,551"
GM39GDD9P,10/11/2016,10/1/2016,1,,,,,23,,
GM39LHI6O,,,,,,,,44,,
GM39UKK1L,3/2/2014,3/1/2014,1,,,,,60,,
GM40UCX0O,,,,3/21/2020,3/1/2020,1,Voluntary Resignation,25,,"42,057"
GM41LAO7Y,,,,,,,,60,,
GM42HHW9V,,,,,,,,41,,
GM42WBY4B,2/27/2017,2/1/2017,1,,,,,56,,
GM45QBK3Q,,,,,,,,20,,
GM46ZRH0A,5/13/2019,5/1/2019,1,,,,,51,"40,816",
GM49RXO8R,,,,,,,,45,,
GM50NCS4M,1/5/2022,1/1/2022,1,,,,,15,"37,774",
GM51BCD1Y,,,,,,,,38,,
GM52EZB7K,,,,1/4/2014,1/1/2014,1,Voluntary Resignation,39,,
GM52WIU9D,,,,,,,,18,,
GM52XFE1Z,9/8/2014,9/1/2014,1,,,,,30,,
GM54OFD6B,8/4/2016,8/1/2016,1,,,,,52,,
GM56GPL9Z,1/23/2018,1/1/2018,1,,,,,17,,
GM56IIM2U,,,,,,,,38,,
GM57CZM3N,,,,,,,,49,,
GM57ZMC8Q,3/2/2015,3/1/2015,1,,,,,46,,
GM59RMY1D,,,,,,,,40,,
GM59XAW2G,,,,,,,,36,,
GM60DSX7H,5/31/2016,5/1/2016,1,,,,,48,,
GM61PYS4C,,,,7/20/2019,7/1/2019,1,Voluntary Resignation,59,,"41,735"
GM61YGD0G,11/2/2015,11/1/2015,1,,,,,23,,
GM64CUA2W,,,,,,,,46,,
GM65ELY2N,2/4/2018,2/1/2018,1,4/23/2020,4/1/2020,1,Voluntary Resignation,34,,"41,648"
GM66DUN1W,,,,3/9/2023,3/1/2023,1,Involuntary,33,,"38,049"
GM66GQM9J,,,,,,,,50,,
GM66ZNJ4M,,,,7/4/2015,7/1/2015,1,Voluntary Resignation,50,,
GM67IJC3L,7/3/2017,7/1/2017,1,3/23/2019,3/1/2019,1,Voluntary Resignation,56,,"40,982"
GM67JPY0T,,,,,,,,56,,
GM68DZW2O,,,,,,,,20,,
GM69EYS7E,10/17/2016,10/1/2016,1,,,,,20,,
GM70FQE7X,,,,8/26/2017,8/1/2017,1,Voluntary Resignation,57,,
GM70LTF7X,,,,,,,,42,,
GM71VLO2J,1/21/2019,1/1/2019,1,,,,,22,"40,637",
GM71YJJ7J,,,,,,,,46,,
GM73GLZ7W,,,,,,,,27,,
GM76WVG7D,,,,,,,,55,,
GM77XGW6X,,,,,,,,21,,
GM77XNP9O,,,,6/2/2018,6/1/2018,1,Voluntary Resignation,48,,
GM77YYM7J,5/27/2014,5/1/2014,1,,,,,53,,
GM79PTW0B,7/12/2021,7/1/2021,1,10/31/2020,10/1/2020,1,Voluntary Resignation,41,"38,125","38,857"
GM80GFU4P,,,,,,,,60,,
GM80LGK8J,6/3/2019,6/1/2019,1,12/23/2017,12/1/2017,1,Voluntary Resignation,24,"41,551",
GM81ADT6Y,,,,2/16/2019,2/1/2019,1,Voluntary Resignation,47,,"40,904"
GM81NZR1N,8/23/2021,8/1/2021,1,,,,,17,"37,967",
GM81SUR0N,,,,,,,,16,,
GM81ZNO6U,,,,,,,,43,,
GM83HVK9G,,,,,,,,15,,
GM83JKR6M,,,,,,,,49,,
GM83SFO0Q,,,,3/16/2018,3/1/2018,1,Voluntary Resignation,17,,
GM83UHM2W,10/18/2021,10/1/2021,1,,,,,23,"38,555",
GM84ATE0S,,,,5/10/2019,5/1/2019,1,Voluntary Resignation,43,,"40,816"
GM86BQE5U,6/5/2017,6/1/2017,1,,,,,49,,
GM87RIQ3T,2/22/2022,2/1/2022,1,10/14/2016,10/1/2016,1,Voluntary Resignation,20,"37,885",
GM88IRN8Y,12/30/2016,12/1/2016,1,9/12/2015,9/1/2015,1,Voluntary Resignation,52,,
GM89NJS1K,6/28/2021,6/1/2021,1,,,,,26,"38,065",
GM90NMD3T,,,,6/16/2021,6/1/2021,1,Voluntary Resignation,47,,"38,065"
GM91RDE1Y,,,,1/1/2020,1/1/2020,1,Will not be replaced,55,,"42,612"
GM92DXF8Z,,,,12/7/2019,12/1/2019,1,Voluntary Resignation,19,,"41,909"
GM92FZK5G,,,,8/9/2021,8/1/2021,1,Other,27,,"37,967"
GM92ZIP1O,,,,,,,,35,,
GM94ECU3Y,11/24/2014,11/1/2014,1,,,,,52,,
GM94WWG9K,,,,,,,,28,,
GM97WOM5X,,,,,,,,45,,
GM98JLI8L,,,,1/5/2019,1/1/2019,1,Voluntary Resignation,50,,"40,637"
GM98LMM0Q,10/9/2017,10/1/2017,1,,,,,27,,
GN10IDR8G,,,,,,,,51,,
GN10TYQ9V,,,,,,,,49,,
GN11DSD3X,,,,3/10/2018,3/1/2018,1,Voluntary Resignation,24,,
GN12PFY5R,11/19/2015,11/1/2015,1,4/6/2019,4/1/2019,1,Will not be replaced,53,,"41,125"
GN13CFO5G,,,,,,,,16,,
GN13OJW9I,10/5/2015,10/1/2015,1,,,,,50,,
GN14MNR2I,1/6/2020,1/1/2020,1,11/7/2020,11/1/2020,1,Other,42,"42,612","38,874"
GN17WZC5Y,,,,,,,,45,,
GN18UGK0Y,,,,9/11/2019,9/1/2019,1,Voluntary Resignation,44,,"41,819"
GN20UXG0F,,,,1/28/2023,1/1/2023,1,Voluntary Resignation,29,,"38,450"
GN21CMF3J,,,,3/19/2016,3/1/2016,1,Voluntary Resignation,46,,
GN23ZRM0H,,,,,,,,22,,
GN24PUC2K,,,,2/15/2019,2/1/2019,1,Voluntary Resignation,24,,"40,904"
GN29IER1A,,,,,,,,29,,
GN31GPW5C,6/4/2018,6/1/2018,1,,,,,34,,
GN31HQF2D,,,,,,,,29,,
GN32FBA0O,7/11/2016,7/1/2016,1,10/2/2021,10/1/2021,1,Voluntary Resignation,23,,"38,555"
GN33NID0R,9/4/2018,9/1/2018,1,,,,,22,,
GN34LHA1S,,,,,,,,48,,
GN34MFF8I,2/23/2015,2/1/2015,1,,,,,34,,
GN35CCC8Q,,,,,,,,27,,
GN37MFP3L,,,,,,,,23,,
GN37RMB6F,,,,,,,,54,,
GN37STP5A,3/6/2017,3/1/2017,1,,,,,47,,
GN39CQE1G,12/1/2018,12/1/2018,1,3/25/2023,3/1/2023,1,Retirement,14,,"38,049"
GN39OKN7U,9/1/2017,9/1/2017,1,10/2/2021,10/1/2021,1,Voluntary Resignation,45,,"38,555"
GN39XHH3C,,,,9/2/2021,9/1/2021,1,Will not be replaced,19,,"38,475"
GN39XSP6P,12/8/2021,12/1/2021,1,10/10/2020,10/1/2020,1,Will not be replaced,53,"37,065","38,857"
GN41HPW1Q,,,,,,,,26,,
GN41PNY5S,,,,,,,,42,,
GN42NXM4L,,,,,,,,28,,
GN42VQV2R,5/3/2021,5/1/2021,1,,,,,36,"37,275",
GN43CSL8G,1/1/2019,1/1/2019,1,,,,,17,"40,637",
GN43FFL8Y,7/8/2019,7/1/2019,1,10/1/2016,10/1/2016,1,Voluntary Resignation,19,"41,735",
GN43PIT7E,8/1/2019,8/1/2019,1,4/30/2014,4/1/2014,1,Voluntary Resignation,23,"41,025",
GN46HSG7H,2/18/2020,2/1/2020,1,2/4/2017,2/1/2017,1,Voluntary Resignation,38,"41,946",
GN46UWN6V,11/9/2020,11/1/2020,1,5/14/2022,5/1/2022,1,Voluntary Resignation,60,"38,874","37,678"
GN46VWB5H,,,,,,,,55,,
GN47NHX5B,,,,,,,,36,,
GN47TCO3Y,,,,8/31/2019,8/1/2019,1,Voluntary Resignation,50,,"41,025"
GN48DER1I,,,,,,,,49,,
GN48MJU8Z,,,,,,,,35,,
GN49AZJ0D,,,,,,,,56,,
GN50IIG1D,,,,8/17/2019,8/1/2019,1,Voluntary Resignation,44,,"41,025"
GN51IAQ0P,,,,,,,,58,,
GN51ORE8H,,,,9/1/2015,9/1/2015,1,Voluntary Resignation,60,,
GN52KMU5C,4/8/2019,4/1/2019,1,,,,,36,"41,125",
GN52TNA8D,1/6/2020,1/1/2020,1,,,,,22,"42,612",
GN53RGC0Z,,,,,,,,38,,
GN54CGQ1J,8/3/2015,8/1/2015,1,,,,,54,,
GN56KTS2V,4/29/2019,4/1/2019,1,,,,,26,"41,125",
GN56RIL0V,,,,,,,,35,,
GN58LCO2Y,8/2/2021,8/1/2021,1,,,,,22,"37,967",
GN58LIR2Z,4/3/2023,4/1/2023,1,10/29/2016,10/1/2016,1,Voluntary Resignation,23,"37,009",
GN59TQI3K,,,,4/11/2020,4/1/2020,1,Voluntary Resignation,19,,"41,648"
GN60CAJ4A,4/17/2017,4/1/2017,1,4/21/2018,4/1/2018,1,Voluntary Resignation,14,,
GN60GNV6S,4/3/2023,4/1/2023,1,1/7/2019,1/1/2019,1,Voluntary Resignation,34,"37,009","40,637"
GN60VLF8C,3/23/2020,3/1/2020,1,9/7/2019,9/1/2019,1,Voluntary Resignation,56,"42,057","41,819"
GN62QXA9A,,,,,,,,51,,
GN63ERA3O,,,,,,,,39,,
GN63YUG7D,1/18/2023,1/1/2023,1,4/30/2016,4/1/2016,1,Voluntary Resignation,38,"38,450",
GN64NRZ8S,,,,,,,,32,,
GN64VWS9B,,,,,,,,52,,
GN64XYU6P,,,,,,,,41,,
GN65PTX9H,,,,,,,,39,,
GN68GKI0I,9/25/2017,9/1/2017,1,,,,,53,,
GN69YLG7U,,,,9/11/2014,9/1/2014,1,Voluntary Resignation,16,,
GN71JMS5R,,,,4/25/2023,4/1/2023,1,Involuntary,20,,"37,009"
GN71UJF0E,,,,,,,,19,,
GN71URK2J,11/1/2018,11/1/2018,1,,,,,27,,
GN72GER7T,,,,,,,,59,,
GN72NBB2G,,,,,,,,56,,
GN74AJQ0B,7/1/2016,7/1/2016,1,,,,,29,,
GN74NTK3I,5/8/2023,5/1/2023,1,,,,,31,"36,881",
GN76CRT4O,,,,,,,,18,,
GN78NKQ0R,11/7/2016,11/1/2016,1,,,,,17,,
GN79BDD5Z,,,,12/27/2022,12/1/2022,1,Voluntary Resignation,42,,"38,280"
GN79BDX1E,1/7/2019,1/1/2019,1,,,,,19,"40,637",
GN81MEO1D,11/9/2015,11/1/2015,1,,,,,55,,
GN82IIN2U,3/27/2023,3/1/2023,1,,,,,24,"38,049",
GN82TJP8D,,,,6/5/2021,6/1/2021,1,Voluntary Resignation,21,,"38,065"
GN84DCH5Q,2/28/2022,2/1/2022,1,,,,,43,"37,885",
GN87VVI0A,,,,,,,,26,,
GN87XOV8S,5/23/2022,5/1/2022,1,8/1/2016,8/1/2016,1,Voluntary Resignation,24,"37,678",
GN88FFD8R,9/21/2015,9/1/2015,1,,,,,42,,
GN88HFT1P,12/3/2014,12/1/2014,1,2/25/2023,2/1/2023,1,Voluntary Resignation,50,,"38,476"
GN88YAO3O,8/26/2019,8/1/2019,1,4/10/2021,4/1/2021,1,Will not be replaced,35,"41,025","37,058"
GN89ANQ4S,12/5/2022,12/1/2022,1,,,,,52,"38,280",
GN90XRM3O,,,,,,,,24,,
GN92BWR7H,1/27/2014,1/1/2014,1,,,,,51,,
GN92RGZ7A,,,,,,,,42,,
GN93URD7R,,,,,,,,41,,
GN95FRQ3Z,1/17/2023,1/1/2023,1,,,,,15,"38,450",
GN95WFJ4F,2/13/2023,2/1/2023,1,1/19/2019,1/1/2019,1,Voluntary Resignation,17,"38,476","40,637"
GN96EIS8U,8/11/2014,8/1/2014,1,8/9/2014,8/1/2014,1,Voluntary Resignation,31,,
GN99SQS5X,4/21/2014,4/1/2014,1,,,,,30,,
GN99WLS1Q,1/10/2022,1/1/2022,1,7/23/2022,7/1/2022,1,Voluntary Resignation,26,"37,774","38,513"
GO10MOE1L,11/10/2021,11/1/2021,1,3/17/2015,3/1/2015,1,Voluntary Resignation,23,"37,866",
GO11QOE4P,1/10/2022,1/1/2022,1,,,,,58,"37,774",
GO12IES6P,2/7/2022,2/1/2022,1,10/1/2021,10/1/2021,1,Voluntary Resignation,42,"37,885","38,555"
GO13FDH5V,6/21/2022,6/1/2022,1,,,,,59,"38,504",
GO13IZA7Z,,,,,,,,59,,
GO14JUG0D,3/21/2016,3/1/2016,1,11/7/2020,11/1/2020,1,Voluntary Resignation,19,,"38,874"
GO15WXS1J,5/22/2023,5/1/2023,1,,,,,17,"36,881",
GO18DWX6O,3/21/2017,3/1/2017,1,9/24/2014,9/1/2014,1,Will not be replaced,46,,
GO18SAO4M,9/13/2021,9/1/2021,1,4/26/2014,4/1/2014,1,Voluntary Resignation,37,"38,475",
GO19DUF7O,,,,,,,,22,,
GO19IJG0V,9/4/2018,9/1/2018,1,,,,,24,,
GO20RJM7P,5/3/2021,5/1/2021,1,,,,,17,"37,275",
GO20UYF3N,,,,,,,,33,,
GO22MWS4P,11/30/2015,11/1/2015,1,4/1/2022,4/1/2022,1,Voluntary Resignation,21,,"37,957"
GO22WGN1U,2/14/2022,2/1/2022,1,,,,,19,"37,885",
GO23UXH7M,5/14/2018,5/1/2018,1,,,,,48,,
GO23YSQ3I,7/8/2019,7/1/2019,1,2/19/2022,2/1/2022,1,Voluntary Resignation,54,"41,735","37,885"
GO24ATT0E,,,,9/1/2022,9/1/2022,1,Voluntary Resignation,39,,"38,665"
GO25NGL5K,5/16/2022,5/1/2022,1,,,,,57,"37,678",
GO28NCD1L,1/8/2014,1/1/2014,1,,,,,43,,
GO28XDK9B,,,,1/26/2019,1/1/2019,1,Voluntary Resignation,16,,"40,637"
GO29GDI5N,2/17/2015,2/1/2015,1,,,,,15,,
GO29MGT0E,9/25/2015,9/1/2015,1,11/10/2018,11/1/2018,1,Voluntary Resignation,30,,
GO30KWD4W,9/2/2014,9/1/2014,1,,,,,18,,
GO30ORV9X,3/1/2021,3/1/2021,1,,,,,22,"37,214",
GO30XMV2T,,,,,,,,15,,
GO31OBE6Z,3/13/2017,3/1/2017,1,7/16/2015,7/1/2015,1,Voluntary Resignation,45,,
GO33ZWQ2V,,,,4/29/2023,4/1/2023,1,Voluntary Resignation,23,,"37,009"
GO34PYR5X,,,,,,,,41,,
GO34YWK1T,11/15/2021,11/1/2021,1,,,,,23,"37,866",
GO35KRC3W,8/27/2018,8/1/2018,1,5/5/2021,5/1/2021,1,Voluntary Resignation,19,,"37,275"
GO38ZOL7S,,,,,,,,17,,
GO40ADK8E,,,,,,,,16,,
GO40XZB0B,7/13/2017,7/1/2017,1,,,,,15,,
GO41MHS6V,6/6/2016,6/1/2016,1,,,,,55,,
GO42QNY0F,,,,,,,,29,,
GO43YEY6Q,7/19/2021,7/1/2021,1,,,,,35,"38,125",
GO44ASY3H,7/10/2017,7/1/2017,1,,,,,56,,
GO44RWW4Y,,,,,,,,21,,
GO45VWE4Y,,,,,,,,51,,
GO45YOL6D,,,,7/3/2021,7/1/2021,1,Retirement,44,,"38,125"
GO46BYH2R,,,,,,,,17,,
GO46PXE7Z,11/12/2018,11/1/2018,1,,,,,58,,
GO49ADT9W,4/22/2021,4/1/2021,1,10/27/2018,10/1/2018,1,Voluntary Resignation,52,"37,058",
GO50CCI3U,,,,,,,,43,,
GO50TIG6G,,,,,,,,38,,
GO57HPU7Y,,,,,,,,33,,
GO58TYQ4M,,,,,,,,49,,
GO60IMW5I,,,,1/1/2019,1/1/2019,1,Voluntary Resignation,14,,"40,637"
GO60SLG8D,,,,,,,,24,,
GO61DRM5L,10/23/2017,10/1/2017,1,1/1/2021,1/1/2021,1,Will not be replaced,39,,"38,541"
GO62OUK7A,,,,,,,,43,,
GO63DRA8Z,,,,,,,,34,,
GO64FZN7S,,,,10/6/2018,10/1/2018,1,Voluntary Resignation,55,,
GO64IHJ5W,1/7/2019,1/1/2019,1,4/11/2020,4/1/2020,1,Voluntary Resignation,57,"40,637","41,648"
GO64LLQ7L,2/13/2017,2/1/2017,1,,,,,14,,
GO65MBA6U,,,,,,,,58,,
GO66OQY4X,2/13/2023,2/1/2023,1,,,,,59,"38,476",
GO67IMG0A,8/9/2021,8/1/2021,1,,,,,47,"37,967",
GO67YZU1I,,,,4/1/2023,4/1/2023,1,Other,42,,"37,009"
GO69HFR9Z,8/10/2015,8/1/2015,1,,,,,39,,
GO70EBM5G,,,,9/1/2014,9/1/2014,1,Voluntary Resignation,32,,
GO71HMS9H,,,,,,,,22,,
GO74AXT6R,4/1/2021,4/1/2021,1,,,,,42,"37,058",
GO74HIR6B,7/6/2015,7/1/2015,1,,,,,53,,
GO75DUM1J,,,,,,,,25,,
GO78KFV1W,,,,,,,,16,,
